--------------------------------------------------
524 cases of STEM in BOTH
Case 68: gupita: in huet
Case 69: gurta: in huet
Case 70: gfdDa: in huet
Case 71: gfBIta: in huet
Case 72: gopita: in huet
Case 73: gomayita: in huet
Case 74: granTita: in huet
Case 75: Guzita: in huet
Case 76: cakAsta: in huet
Case 77: catta: in huet
Case 78: canta: in huet
Case 79: cazwa: in huet
Case 80: citrita: in huet
Case 81: curita: in huet
Case 82: cUzwa: in huet
Case 83: Candita: in huet
Case 84: Calita: in huet
Case 85: Cidrita: in huet
Case 86: janta: in huet
Case 87: japta: in huet
Case 88: jabDa: in huet
Case 89: jasta: in huet
Case 90: jAgrita: in huet
Case 91: jihmita: in huet
Case 92: jUta: in huet
Case 93: jyutta: in huet
Case 94: jvarta: in huet
Case 95: takta: in huet
Case 96: tanta: in huet
Case 97: tantrita: in huet
Case 98: tapita: in huet
Case 99: tapeta: in huet
Case 100: taraNgita: in huet
Case 101: taruRita: in huet
Case 102: tavizita: in huet
Case 103: tikta: in huet
Case 104: tireta: in huet
Case 105: tupta: in huet
Case 106: tulita: in huet
Case 107: tuhinita: in huet
Case 108: tfRRa: in huet
Case 109: tvarta: in huet
Case 110: tvazwa: in huet
Case 111: tvizita: in huet
Case 112: tsarta: in huet
Case 113: daGna: in huet
Case 114: daRqita: in huet
Case 115: dAzwa: in huet
Case 116: dIta: in huet
Case 117: duHKita: in huet
Case 118: durdinita: in huet
Case 119: dfpita: in huet
Case 120: dfbDa: in huet
Case 121: dyutta: in huet
Case 122: dyotita: in huet
Case 123: druhita: in huet
Case 124: Darzita: in huet
Case 125: DIrita: in huet
Case 126: DUmita: in huet
Case 127: DUrta: in huet
Case 128: nameta: in huet
Case 129: naSita: in huet
Case 130: nAtTa: in huet
Case 131: nikazita: in huet
Case 132: nita: in huet
Case 133: nIhArita: in huet
Case 134: nudita: in huet
Case 135: nUtanita: in huet
Case 136: pawapawita: in huet
Case 137: pawwa: in huet
Case 138: patta: in huet
Case 139: patTa: in huet
Case 140: payeta: in huet
Case 141: parokzita: in huet
Case 142: pavitrita: in huet
Case 143: pIyUzavarzita: in huet
Case 144: putTa: in huet
Case 145: putrakAmita: in huet
Case 146: putrita: in huet
Case 147: pulakita: in huet
Case 148: puzkarita: in huet
Case 149: puzpita: in huet
Case 150: pUrta: in huet
Case 151: pUlata: in huet
Case 152: pfTita: in huet
Case 153: pfzwa: in huet
Case 154: pratikUlita: in huet
Case 155: prasAdita: in huet
Case 156: prAsAdita: in huet
Case 157: prita: in huet
Case 158: priyita: in huet
Case 159: prUta: in huet
Case 160: pluzwa: in huet
Case 161: Penita: in huet
Case 162: bahita: in huet
Case 163: bAzpita: in huet
Case 164: Bazwa: in huet
Case 165: Bizeta: in huet
Case 166: Bfzwa: in huet
Case 167: magna: in huet
Case 168: maDita: in huet
Case 169: mantita: in huet
Case 170: malinita: in huet
Case 171: mAMsita: in huet
Case 172: mAna: in huet
Case 173: mAlyaguRita: in huet
Case 174: mitTa: in huet
Case 175: minna: in huet
Case 176: mIQa: in huet
Case 177: mIta: in huet
Case 178: mukulita: in huet
Case 179: muKarita: in huet
Case 180: mudrita: in huet
Case 181: muhita: in huet
Case 182: mUtrita: in huet
Case 183: mUzwa: in huet
Case 184: mfjita: in huet
Case 185: mfwwa: in huet
Case 186: mftta: in huet
Case 187: mfdDa: in huet
Case 188: mfzita: in huet
Case 189: meGita: in huet
Case 190: mlizwa: in huet
Case 191: mlecCita: in huet
Case 192: mlezwa: in huet
Case 193: yasta: in huet
Case 194: yugita: in huet
Case 195: ratta: in huet
Case 196: raTakAmita: in huet
Case 197: raDita: in huet
Case 198: rAjeta: in huet
Case 199: rizita: in huet
Case 200: rukta: in huet
Case 201: ruzita: in huet
Case 202: rodita: in huet
Case 203: romanTita: in huet
Case 204: lagna: in huet
Case 205: laGita: in huet
Case 206: lavaRita: in huet
Case 207: lAlita: in huet
Case 208: luRWita: in huet
Case 209: lulita: in huet
Case 210: leleta: in huet
Case 211: lolita: in huet
Case 212: lohitita: in huet
Case 213: vaNkta: in huet
Case 214: vadita: in huet
Case 215: variveta: in huet
Case 216: vimanita: in huet
Case 217: viSadita: in huet
Case 218: vizita: in huet
Case 219: vIkta: in huet
Case 220: vfzita: in huet
Case 221: veta: in huet
Case 222: vedita: in huet
Case 223: vErita: in huet
Case 224: vrajita: in huet
Case 225: Sakita: in huet
Case 226: SalaBita: in huet
Case 227: Salta: in huet
Case 228: SAntita: in huet
Case 229: SAsita: in huet
Case 230: SAsta: in huet
Case 231: SiTilita: in huet
Case 232: SiSita: in huet
Case 233: SIGrita: in huet
Case 234: SIta: in huet
Case 235: SIlta: in huet
Case 236: Sukta: in huet
Case 237: SuBita: in huet
Case 238: SyAmita: in huet
Case 239: Syenita: in huet
Case 240: SrabDa: in huet
Case 241: Svitta: in huet
Case 242: zaRQita: in huet
Case 243: zWIvita: in huet
Case 244: saKita: in huet
Case 245: saNkawita: in huet
Case 246: saNgrAmita: in huet
Case 247: satyita: in huet
Case 248: sapiRqita: in huet
Case 249: sapta: in huet
Case 250: saPalita: in huet
Case 251: samudrita: in huet
Case 252: sahita: in huet
Case 253: sAQa: in huet
Case 254: sAvaDAnita: in huet
Case 255: sudinita: in huet
Case 256: sumaneta: in huet
Case 257: surta: in huet
Case 258: skanna: in huet
Case 259: stamBita: in huet
Case 260: stIrRa: in huet
Case 261: stubDa: in huet
Case 262: snihita: in huet
Case 263: snIQa: in huet
Case 264: snugDa: in huet
Case 265: snUQa: in huet
Case 266: sPalta: in huet
Case 267: sraMsta: in huet
Case 268: svaYjita: in huet
Case 269: svarta: in huet
Case 270: svalpaSilita: in huet
Case 271: hawWa: in huet
Case 272: hanna: in huet
Case 273: hAta: in huet
Case 274: hnUta: in huet
Case 275: hvarta: in huet
