--------------------------------------------------
524 cases of STEM in BOTH
Case 1069: sawwitavat: in pysan
Case 1070: satritavat: in pysan
Case 1071: sadDavat: in pysan
Case 1072: sapitavat: in pysan
Case 1073: saBAjitavat: in pysan
Case 1074: samitavat: in pysan
Case 1075: sayitavat: in pysan
Case 1076: sarjitavat: in pysan
Case 1077: sarbitavat: in pysan
Case 1078: salitavat: in pysan
Case 1079: sasitavat: in pysan
Case 1080: sAkzitavat: in pysan
Case 1081: sAwitavat: in pysan
Case 1082: sAWitavat: in pysan
Case 1083: sAmaytavat: in pysan
Case 1084: sAmitavat: in pysan
Case 1085: sArtavat: in pysan
Case 1086: sAhitavat: in pysan
Case 1087: siwitavat: in pysan
Case 1088: sinavat: in pysan
Case 1089: sIstavat: in pysan
Case 1090: suwwitavat: in pysan
Case 1091: suBitavat: in pysan
Case 1092: suritavat: in pysan
Case 1093: suhitavat: in pysan
Case 1094: sUnavat: in pysan
Case 1095: sUrkzitavat: in pysan
Case 1096: sUzitavat: in pysan
Case 1097: sfBitavat: in pysan
Case 1098: sekitavat: in pysan
Case 1099: setavat: in pysan
Case 1100: soritavat: in pysan
Case 1101: skadnavat: in pysan
Case 1102: skanDitavat: in pysan
Case 1103: skutavat: in pysan
Case 1104: skunditavat: in pysan
Case 1105: sKaditavat: in pysan
Case 1106: stakitavat: in pysan
Case 1107: stabDavat: in pysan
Case 1108: stAtavat: in pysan
Case 1109: stiGitavat: in pysan
Case 1110: stipitavat: in pysan
Case 1111: stimitavat: in pysan
Case 1112: stItavat: in pysan
Case 1113: stImavat: in pysan
Case 1114: stucitavat: in pysan
Case 1115: stuBitavat: in pysan
Case 1116: stumBitavat: in pysan
Case 1117: stUpitavat: in pysan
Case 1118: stfkzitavat: in pysan
Case 1119: stfQavat: in pysan
Case 1120: stepitavat: in pysan
Case 1121: sTalitavat: in pysan
Case 1122: sTiritavat: in pysan
Case 1123: sTuqitavat: in pysan
Case 1124: sTUlitavat: in pysan
Case 1125: snucitavat: in pysan
Case 1126: snusitavat: in pysan
Case 1127: snewitavat: in pysan
Case 1128: sparzitavat: in pysan
Case 1129: spaSitavat: in pysan
Case 1130: spASitavat: in pysan
Case 1131: spAzwavat: in pysan
Case 1132: spUstavat: in pysan
Case 1133: spftavat: in pysan
Case 1134: sPawitavat: in pysan
Case 1135: sPaRqitavat: in pysan
Case 1136: sParitavat: in pysan
Case 1137: sPalitavat: in pysan
Case 1138: sPAwitavat: in pysan
Case 1139: sPiwwitavat: in pysan
Case 1140: sPuwwitavat: in pysan
Case 1141: sPuqitavat: in pysan
Case 1142: sPuRwitavat: in pysan
Case 1143: sPuRqitavat: in pysan
Case 1144: sPulitavat: in pysan
Case 1145: sPUrgRavat: in pysan
Case 1146: sPUrCitavat: in pysan
Case 1147: sPewitavat: in pysan
Case 1148: smewitavat: in pysan
Case 1149: syamitavat: in pysan
Case 1150: sraMhitavat: in pysan
Case 1151: srastavat: in pysan
Case 1152: sriDitavat: in pysan
Case 1153: sriBitavat: in pysan
Case 1154: srekitavat: in pysan
Case 1155: svaNgitavat: in pysan
Case 1156: svajitavat: in pysan
Case 1157: svarditavat: in pysan
Case 1158: sviditavat: in pysan
Case 1159: svftavat: in pysan
Case 1160: hawitavat: in pysan
Case 1161: haWitavat: in pysan
Case 1162: haditavat: in pysan
Case 1163: hammitavat: in pysan
Case 1164: hayitavat: in pysan
Case 1165: halitavat: in pysan
Case 1166: hiRqitavat: in pysan
Case 1167: hilitavat: in pysan
Case 1168: huqitavat: in pysan
Case 1169: hurCitavat: in pysan
Case 1170: hulitavat: in pysan
Case 1171: hUqitavat: in pysan
Case 1172: heWitavat: in pysan
Case 1173: heqitavat: in pysan
Case 1174: heQitavat: in pysan
Case 1175: hezitavat: in pysan
Case 1176: hoqitavat: in pysan
Case 1177: hnutavat: in pysan
Case 1178: hmalitavat: in pysan
Case 1179: hragitavat: in pysan
Case 1180: hrICitavat: in pysan
Case 1181: hruqitavat: in pysan
Case 1182: hrutavat: in pysan
Case 1183: hrepitavat: in pysan
Case 1184: hrezitavat: in pysan
Case 1185: hrOqitavat: in pysan
Case 1186: hlagitavat: in pysan
Case 1187: hlannavat: in pysan
Case 1188: hlasitavat: in pysan
Case 1189: hlApitavat: in pysan
Case 1190: hvftavat: in pysan
--------------------------------------------------
275 cases of STEM IN HUET ONLY
--------------------------------------------------
Case 01: aknavat: in huet
Case 02: agaditavat: in huet
Case 03: ajiritavat: in huet
Case 04: attavat: in huet
Case 05: aDvaritavat: in huet
Case 06: apsaretavat: in huet
Case 07: amitritavat: in huet
Case 08: arditavat: in huet
Case 09: aSanitavat: in huet
Case 10: aSitavat: in huet
Case 11: aSvitavat: in huet
Case 12: asUyitavat: in huet
Case 13: AkarRitavat: in huet
Case 14: Akulitavat: in huet
Case 15: Antavat: in huet
Case 16: Andolitavat: in huet
Case 17: Avilitavat: in huet
Case 18: intavat: in huet
Case 19: iretavat: in huet
Case 20: iltavat: in huet
Case 21: izitavat: in huet
Case 22: izuDitavat: in huet
Case 23: Irzitavat: in huet
Case 24: utkaRWitavat: in huet
Case 25: utkitavat: in huet
Case 26: udakitavat: in huet
Case 27: udetavat: in huet
Case 28: unmanetavat: in huet
Case 29: ubDavat: in huet
Case 30: umBitavat: in huet
Case 31: uruzwavat: in huet
Case 32: uretavat: in huet
Case 33: uzetavat: in huet
Case 34: uzwavat: in huet
Case 35: Utavat: in huet
Case 36: Uzmetavat: in huet
Case 37: kaRvitavat: in huet
Case 38: kadarTitavat: in huet
Case 39: karuRitavat: in huet
Case 40: kartitavat: in huet
Case 41: kalaNkitavat: in huet
Case 42: kalahitavat: in huet
Case 43: kaluzitavat: in huet
Case 44: kavalitavat: in huet
Case 45: kazwitavat: in huet
Case 46: kuwwavat: in huet
Case 47: kultavat: in huet
Case 48: kusumitavat: in huet
Case 49: kfcCritavat: in huet
Case 50: kfptavat: in huet
Case 51: kfSitavat: in huet
Case 52: klantavat: in huet
Case 53: klIbatavat: in huet
Case 54: kzattavat: in huet
Case 55: kzaptavat: in huet
Case 56: kzamitavat: in huet
Case 57: kzItavat: in huet
Case 58: kzIritavat: in huet
Case 59: kzveqitavat: in huet
Case 60: Kaqitavat: in huet
Case 61: Keltavat: in huet
Case 62: gaktavat: in huet
Case 63: gadgaditavat: in huet
Case 64: gavezitavat: in huet
Case 65: gavezwavat: in huet
Case 66: gitavat: in huet
Case 67: gIrtavat: in huet
Case 68: gupitavat: in huet
Case 69: gurtavat: in huet
Case 70: gfdDavat: in huet
Case 71: gfBItavat: in huet
Case 72: gopitavat: in huet
Case 73: gomayitavat: in huet
Case 74: granTitavat: in huet
Case 75: Guzitavat: in huet
Case 76: cakAstavat: in huet
Case 77: cattavat: in huet
Case 78: cantavat: in huet
Case 79: cazwavat: in huet
Case 80: citritavat: in huet
Case 81: curitavat: in huet
Case 82: cUzwavat: in huet
Case 83: Canditavat: in huet
Case 84: Calitavat: in huet
Case 85: Cidritavat: in huet
Case 86: jantavat: in huet
Case 87: japtavat: in huet
Case 88: jabDavat: in huet
Case 89: jastavat: in huet
Case 90: jAgritavat: in huet
Case 91: jihmitavat: in huet
Case 92: jUtavat: in huet
Case 93: jyuttavat: in huet
Case 94: jvartavat: in huet
Case 95: taktavat: in huet
Case 96: tantavat: in huet
Case 97: tantritavat: in huet
Case 98: tapitavat: in huet
Case 99: tapetavat: in huet
Case 100: taraNgitavat: in huet
Case 101: taruRitavat: in huet
Case 102: tavizitavat: in huet
Case 103: tiktavat: in huet
Case 104: tiretavat: in huet
Case 105: tuptavat: in huet
Case 106: tulitavat: in huet
Case 107: tuhinitavat: in huet
Case 108: tfRRavat: in huet
Case 109: tvartavat: in huet
Case 110: tvazwavat: in huet
Case 111: tvizitavat: in huet
Case 112: tsartavat: in huet
Case 113: daGnavat: in huet
Case 114: daRqitavat: in huet
Case 115: dAzwavat: in huet
Case 116: dItavat: in huet
Case 117: duHKitavat: in huet
Case 118: durdinitavat: in huet
Case 119: dfpitavat: in huet
Case 120: dfbDavat: in huet
Case 121: dyuttavat: in huet
Case 122: dyotitavat: in huet
Case 123: druhitavat: in huet
Case 124: Darzitavat: in huet
Case 125: DIritavat: in huet
Case 126: DUmitavat: in huet
Case 127: DUrtavat: in huet
Case 128: nametavat: in huet
Case 129: naSitavat: in huet
Case 130: nAtTavat: in huet
Case 131: nikazitavat: in huet
Case 132: nitavat: in huet
Case 133: nIhAritavat: in huet
Case 134: nuditavat: in huet
Case 135: nUtanitavat: in huet
Case 136: pawapawitavat: in huet
Case 137: pawwavat: in huet
Case 138: pattavat: in huet
Case 139: patTavat: in huet
Case 140: payetavat: in huet
Case 141: parokzitavat: in huet
Case 142: pavitritavat: in huet
Case 143: pIyUzavarzitavat: in huet
Case 144: putTavat: in huet
Case 145: putrakAmitavat: in huet
Case 146: putritavat: in huet
Case 147: pulakitavat: in huet
Case 148: puzkaritavat: in huet
Case 149: puzpitavat: in huet
Case 150: pUrtavat: in huet
Case 151: pUlatavat: in huet
Case 152: pfTitavat: in huet
Case 153: pfzwavat: in huet
Case 154: pratikUlitavat: in huet
Case 155: prasAditavat: in huet
Case 156: prAsAditavat: in huet
Case 157: pritavat: in huet
Case 158: priyitavat: in huet
Case 159: prUtavat: in huet
Case 160: pluzwavat: in huet
Case 161: Penitavat: in huet
Case 162: bahitavat: in huet
Case 163: bAzpitavat: in huet
Case 164: Bazwavat: in huet
Case 165: Bizetavat: in huet
Case 166: Bfzwavat: in huet
Case 167: magnavat: in huet
Case 168: maDitavat: in huet
Case 169: mantitavat: in huet
Case 170: malinitavat: in huet
Case 171: mAMsitavat: in huet
Case 172: mAnavat: in huet
Case 173: mAlyaguRitavat: in huet
Case 174: mitTavat: in huet
Case 175: minnavat: in huet
Case 176: mIQavat: in huet
Case 177: mItavat: in huet
Case 178: mukulitavat: in huet
Case 179: muKaritavat: in huet
Case 180: mudritavat: in huet
Case 181: muhitavat: in huet
Case 182: mUtritavat: in huet
Case 183: mUzwavat: in huet
Case 184: mfjitavat: in huet
Case 185: mfwwavat: in huet
Case 186: mfttavat: in huet
Case 187: mfdDavat: in huet
Case 188: mfzitavat: in huet
Case 189: meGitavat: in huet
Case 190: mlizwavat: in huet
Case 191: mlecCitavat: in huet
Case 192: mlezwavat: in huet
Case 193: yastavat: in huet
Case 194: yugitavat: in huet
Case 195: rattavat: in huet
Case 196: raTakAmitavat: in huet
Case 197: raDitavat: in huet
Case 198: rAjetavat: in huet
Case 199: rizitavat: in huet
Case 200: ruktavat: in huet
Case 201: ruzitavat: in huet
Case 202: roditavat: in huet
Case 203: romanTitavat: in huet
Case 204: lagnavat: in huet
Case 205: laGitavat: in huet
Case 206: lavaRitavat: in huet
Case 207: lAlitavat: in huet
Case 208: luRWitavat: in huet
Case 209: lulitavat: in huet
Case 210: leletavat: in huet
Case 211: lolitavat: in huet
Case 212: lohititavat: in huet
Case 213: vaNktavat: in huet
Case 214: vaditavat: in huet
Case 215: varivetavat: in huet
Case 216: vimanitavat: in huet
Case 217: viSaditavat: in huet
Case 218: vizitavat: in huet
Case 219: vIktavat: in huet
Case 220: vfzitavat: in huet
Case 221: vetavat: in huet
Case 222: veditavat: in huet
Case 223: vEritavat: in huet
Case 224: vrajitavat: in huet
Case 225: Sakitavat: in huet
Case 226: SalaBitavat: in huet
Case 227: Saltavat: in huet
Case 228: SAntitavat: in huet
Case 229: SAsitavat: in huet
Case 230: SAstavat: in huet
Case 231: SiTilitavat: in huet
Case 232: SiSitavat: in huet
Case 233: SIGritavat: in huet
Case 234: SItavat: in huet
Case 235: SIltavat: in huet
Case 236: Suktavat: in huet
Case 237: SuBitavat: in huet
Case 238: SyAmitavat: in huet
Case 239: Syenitavat: in huet
Case 240: SrabDavat: in huet
Case 241: Svittavat: in huet
Case 242: zaRQitavat: in huet
Case 243: zWIvitavat: in huet
Case 244: saKitavat: in huet
Case 245: saNkawitavat: in huet
Case 246: saNgrAmitavat: in huet
Case 247: satyitavat: in huet
Case 248: sapiRqitavat: in huet
Case 249: saptavat: in huet
Case 250: saPalitavat: in huet
Case 251: samudritavat: in huet
Case 252: sahitavat: in huet
Case 253: sAQavat: in huet
Case 254: sAvaDAnitavat: in huet
Case 255: sudinitavat: in huet
Case 256: sumanetavat: in huet
Case 257: surtavat: in huet
Case 258: skannavat: in huet
Case 259: stamBitavat: in huet
Case 260: stIrRavat: in huet
Case 261: stubDavat: in huet
Case 262: snihitavat: in huet
Case 263: snIQavat: in huet
Case 264: snugDavat: in huet
Case 265: snUQavat: in huet
Case 266: sPaltavat: in huet
Case 267: sraMstavat: in huet
Case 268: svaYjitavat: in huet
Case 269: svartavat: in huet
Case 270: svalpaSilitavat: in huet
Case 271: hawWavat: in huet
Case 272: hannavat: in huet
Case 273: hAtavat: in huet
Case 274: hnUtavat: in huet
Case 275: hvartavat: in huet
